            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2448219.333333333, A.D. 1990-Nov-23 20:00:00.0000,  5.616167982995627E+07,  1.708486266410435E+08,  5.332550492392518E+06, -2.764709276638418E+01,  2.474384755080333E+01,  1.062598458379972E+00,  6.001542413783388E+02,  1.799217152019375E+08,  1.489765455281138E+01,
2448220.333333333, A.D. 1990-Nov-24 20:00:00.0000,  5.376829651413041E+07,  1.729719826265233E+08,  5.423904199482091E+06, -2.775413523077095E+01,  2.440842621352526E+01,  1.052078771075733E+00,  6.044762649346009E+02,  1.812174252674032E+08,  1.509450690403312E+01,
2448221.333333333, A.D. 1990-Nov-25 20:00:00.0000,  5.136596317135251E+07,  1.750664933643884E+08,  5.514351184369162E+06, -2.785430579900355E+01,  2.407615286404980E+01,  1.041610470221153E+00,  6.088540535781333E+02,  1.825298532854523E+08,  1.528466804466248E+01,
2448222.333333333, A.D. 1990-Nov-26 20:00:00.0000,  4.895526413866033E+07,  1.771324355912848E+08,  5.603896113419093E+06, -2.794781369186880E+01,  2.374711499718372E+01,  1.031195862080764E+00,  6.132856993581942E+02,  1.838584272668420E+08,  1.546826258167693E+01,
2448223.333333333, A.D. 1990-Nov-27 20:00:00.0000,  4.653676563774718E+07,  1.791700934035591E+08,  5.692543876909003E+06, -2.803489286674147E+01,  2.342145708098025E+01,  1.020846434753290E+00,  6.177693313638233E+02,  1.852025863265771E+08,  1.564547604016581E+01,
2448224.333333333, A.D. 1990-Nov-28 20:00:00.0000,  4.411101389391715E+07,  1.811797625991277E+08,  5.780300298358254E+06, -2.811574824474150E+01,  2.309924410363938E+01,  1.010563696660091E+00,  6.223031316528580E+02,  1.865617854593079E+08,  1.581643719708039E+01,
2448225.333333333, A.D. 1990-Nov-29 20:00:00.0000,  4.167853750685160E+07,  1.831617442376624E+08,  5.867171329341099E+06, -2.819059081460752E+01,  2.278055347055596E+01,  1.000351975911181E+00,  6.268853197810212E+02,  1.879354909012684E+08,  1.598129514435149E+01,
2448226.333333333, A.D. 1990-Nov-30 20:00:00.0000,  3.923984698194262E+07,  1.851163456363195E+08,  5.953163279687718E+06, -2.825962837876984E+01,  2.246545271691849E+01,  9.902152399323700E-01,  6.315141583633326E+02,  1.893231817975447E+08,  1.614019952899907E+01,
2448227.333333333, A.D. 1990-Dec-01 20:00:00.0000,  3.679543565233775E+07,  1.870438779144798E+08,  6.038282559443668E+06, -2.832305632577602E+01,  2.215397715617365E+01,  9.801539075381012E-01,  6.361879482330257E+02,  1.907243487507556E+08,  1.629327911515564E+01,
2448228.333333333, A.D. 1990-Dec-02 20:00:00.0000,  3.434577027281782E+07,  1.889446587237344E+08,  6.122525330552205E+06, -2.838109641019326E+01,  2.184622025655364E+01,  9.701877358717939E-01,  6.409050328204369E+02,  1.921384951338094E+08,  1.644072422952626E+01,
2448229.333333333, A.D. 1990-Dec-03 20:00:00.0000,  3.189132445816933E+07,  1.908190116107129E+08,  6.205921646038875E+06, -2.843392778764559E+01,  2.154220416953580E+01,  9.602969076271615E-01,  6.456638234387236E+02,  1.935651446703730E+08,  1.658266535373815E+01,
2448230.333333333, A.D. 1990-Dec-04 20:00:00.0000,  2.943253187882167E+07,  1.926672602452224E+08,  6.288467158022717E+06, -2.848174763941686E+01,  2.124196009699592E+01,  9.504936336093257E-01,  6.504627458123636E+02,  1.950038254045177E+08,  1.671924871217517E+01,
2448231.333333333, A.D. 1990-Dec-05 20:00:00.0000,  2.696981738424502E+07,  1.944897317082188E+08,  6.370169536901623E+06, -2.852474379199553E+01,  2.094551415713259E+01,  9.407803150451732E-01,  6.553002769868639E+02,  1.964540807659727E+08,  1.685062084282302E+01,
2448232.333333333, A.D. 1990-Dec-06 20:00:00.0000,  2.450358979097119E+07,  1.962867550404798E+08,  6.451036648873299E+06, -2.856309953245410E+01,  2.065288567658511E+01,  9.311590856830252E-01,  6.601749360224568E+02,  1.979154667801650E+08,  1.697692673355717E+01,
2448233.333333333, A.D. 1990-Dec-07 20:00:00.0000,  2.203424279779083E+07,  1.980586589156415E+08,  6.531076318085372E+06, -2.859698705281473E+01,  2.036406574614557E+01,  9.216291455056291E-01,  6.650852778481259E+02,  1.993875502257026E+08,  1.709828834434088E+01,
2448234.333333333, A.D. 1990-Dec-08 20:00:00.0000,  1.956215387429997E+07,  1.998057762611752E+08,  6.610296935384586E+06, -2.862659318757393E+01,  2.007910529285889E+01,  9.121975012646280E-01,  6.700299092226441E+02,  2.008699134193733E+08,  1.721488916045303E+01,
2448235.333333333, A.D. 1990-Dec-09 20:00:00.0000,  1.708768610845501E+07,  2.015284388843220E+08,  6.688706841126069E+06, -2.865208063949730E+01,  1.979798404947537E+01,  9.028628927372715E-01,  6.750074725469361E+02,  2.023621493632134E+08,  1.732684721162708E+01,
2448236.333333333, A.D. 1990-Dec-10 20:00:00.0000,  1.461118822004650E+07,  2.032269783803612E+08,  6.766314472890496E+06, -2.867361375566695E+01,  1.952069860333314E+01,  8.936265291227246E-01,  6.800166495371717E+02,  2.038638628456733E+08,  1.743429921321616E+01,
2448237.333333333, A.D. 1990-Dec-11 20:00:00.0000,  1.213299493711576E+07,  2.049017258453154E+08,  6.843128364150479E+06, -2.869135207136199E+01,  1.924724087282954E+01,  8.844894229587847E-01,  6.850561609595253E+02,  2.053746703620997E+08,  1.753737942215652E+01,
2448238.333333333, A.D. 1990-Dec-12 20:00:00.0000,  9.653427632690694E+06,  2.065530106268857E+08,  6.919157026711196E+06, -2.870544743321018E+01,  1.897758720838850E+01,  8.754510818383903E-01,  6.901247630585177E+02,  2.068941990439805E+08,  1.763620832885321E+01,
